place_id,place_name,about,link
ChIJaUamdk-9jBIRgeM5JDYtxNo,shy wmksrt `nd l`rby tymymwn,All,https://lh5.googleusercontent.com/p/AF1QipNaXKh07q45XlOKvgnoQfgn5RBlTK6N_JNZEBDf=w224-h299-k-no
ChIJaUamdk-9jBIRgeM5JDYtxNo,shy wmksrt `nd l`rby tymymwn,Latest,https://lh5.googleusercontent.com/p/AF1QipOqVjEF3fCvLx0v6-WzOOZGQdqRRO7b7x3mJHy3=w224-h298-k-no
ChIJaUamdk-9jBIRgeM5JDYtxNo,shy wmksrt `nd l`rby tymymwn,Videos,https://lh5.googleusercontent.com/p/AF1QipO4AQBKYJBD0DCZ1jBJneve4ojJa-1zCKU1T9h4=w224-h398-k-no
ChIJaUamdk-9jBIRgeM5JDYtxNo,shy wmksrt `nd l`rby tymymwn,Menu,https://lh5.googleusercontent.com/p/AF1QipNVuICRTBdatinEguC4W4KHUeeciGVazdaOH3pD=w224-h298-k-no
ChIJaUamdk-9jBIRgeM5JDYtxNo,shy wmksrt `nd l`rby tymymwn,Food & drink,https://lh5.googleusercontent.com/p/AF1QipOPlGs0jNv3LPue98-1T6dG2Orq8iWwIhFJF5i4=w224-h298-k-no
ChIJaUamdk-9jBIRgeM5JDYtxNo,shy wmksrt `nd l`rby tymymwn,Vibe,https://lh5.googleusercontent.com/p/AF1QipMD1DwuqAuTCgfC-aNqEz8Gcep5AZ5KrcjiGHrj=w397-h298-k-no
ChIJ_aNudJe9jBIRSL3snRktBgg,Cafe MC cafe,All,https://lh5.googleusercontent.com/p/AF1QipMakd_QnFvD5nRutaBVNAlNTiRYJlCGI1G318I4=w397-h298-k-no
ChIJpzDV0ji9jBIRMj458PyXKGY,Maison de la nature shy w mksrt w tyznt Tby@ w Tby`y@,All,https://lh5.googleusercontent.com/p/AF1QipOP-g4Hfy-bShZq-ZK1mJh-vtHGeCabHKI5AVAY=w397-h298-k-no
ChIJpzDV0ji9jBIRMj458PyXKGY,Maison de la nature shy w mksrt w tyznt Tby@ w Tby`y@,Food & drink,https://lh5.googleusercontent.com/p/AF1QipOU6uSEbVh-zDb9v1zZmxHE2hKMFe3gLTjBFn-p=w397-h298-k-no
ChIJ4bAjzIW9jBIRGa7Priio78A,Cafeteria Bourennane,All,https://lh5.googleusercontent.com/p/AF1QipMOzyGq56HGwtXaThJSyMo3XKHL5q9Do1F42FJz=w397-h298-k-no
ChIJ4bAjzIW9jBIRGa7Priio78A,Cafeteria Bourennane,Food & drink,https://lh5.googleusercontent.com/p/AF1QipOnoUQqk6HXa52KOYqNMR7XKBqaih1AvJhPqSJK=w224-h298-k-no
ChIJ4bAjzIW9jBIRGa7Priio78A,Cafeteria Bourennane,Coffee,https://lh5.googleusercontent.com/p/AF1QipNeNX8stTgmYtpZLFeFkhdIyZA6pQ4_SDjpwmWu=w224-h298-k-no
ChIJX6kC-FPNjBIRJk8PCwUnCws,fD khS bl`y'lt,All,https://lh5.googleusercontent.com/p/AF1QipNNBHG5ReSoZiF-xv62lc63xbCUQW93MYh0SuDA=w224-h298-k-no
ChIJ70FQeu69jBIRPPFWIik0hfY,shy kwmbaT,All,https://lh5.googleusercontent.com/p/AF1QipNdh8lTF9vC0XiIE-ZxKB1gur2KMwIaMZPo9nuu=w224-h398-k-no
ChIJ70FQeu69jBIRPPFWIik0hfY,shy kwmbaT,Food & drink,https://lh5.googleusercontent.com/p/AF1QipPqsUcr0H1hZgAnBI4LwCs79tgRz2vn7PzckxoZ=w254-h298-k-no
ChIJ70FQeu69jBIRPPFWIik0hfY,shy kwmbaT,Videos,https://lh5.googleusercontent.com/p/AF1QipN8R7wJH9d3b2ivtQ_dY8tHfirqnqJwyFMrgnv6=w224-h398-k-no
ChIJ70FQeu69jBIRPPFWIik0hfY,shy kwmbaT,Vibe,https://lh5.googleusercontent.com/p/AF1QipPGzR73Aqox1XLooC8aQDzFZFwBGP9cdFfnFU0R=w224-h298-k-no
ChIJ70FQeu69jBIRPPFWIik0hfY,shy kwmbaT,By owner,https://lh5.googleusercontent.com/p/AF1QipN2aWhpWus93fo9xffb1lzL6Yi2A7KO4EEBGxqw=w224-h397-k-no
ChIJX-gV76ct8xIRlhcuN4UzVuc,cafe d'or,All,https://lh5.googleusercontent.com/p/AF1QipMdkfGR1QOv3u_NyzekUCcZxVxZevWg7vxPIpQo=w397-h298-k-no
ChIJKfrzdW6RjBIRdXOlVkK1bpM,El ksour coffe,All,https://lh5.googleusercontent.com/p/AF1QipNO6dZGR9aHj8g2lPiyzOVw7WQVv8DD1Vbmr1mj=w629-h298-k-no
ChIJ5xXdl7wv8xIR6r3C7Oi-DZE,fnn wns,All,https://lh5.googleusercontent.com/p/AF1QipNngpzX4kK_NlAAlT45anfHMMhZL8XnexA5Og4I=w397-h298-k-no
ChIJ5xXdl7wv8xIR6r3C7Oi-DZE,fnn wns,Vibe,https://lh5.googleusercontent.com/p/AF1QipNXullC7IQN603ntRDqltzRLF2vTRpj-eKEM15v=w397-h298-k-no
ChIJBWIThyD6jBIRMH2tCSnoLS0,Cafe (AFRUX),All,https://lh5.googleusercontent.com/p/AF1QipMemSSbIlu5gYlX9S5oGtVlLlej97DVccf12N3e=w529-h298-k-no
ChIJBWIThyD6jBIRMH2tCSnoLS0,Cafe (AFRUX),Vibe,https://lh5.googleusercontent.com/p/AF1QipMlGbQjla4uSaE-Ci6IJHo4QYyOYaZpQYXHfTQg=w529-h298-k-no
ChIJEy517MrDjBIRKzyrphTZ0eU,nf`,All,https://lh5.googleusercontent.com/p/AF1QipPCkxIOmTirNUh5sDYyviAHCmxc4KSryaqBVY9k=w224-h485-k-no
ChIJq82T9X69jBIRCmKO_W3SsVQ,Mr. Coffee,All,https://lh5.googleusercontent.com/p/AF1QipOv0a1dBuVqTnG27BX6pYSCKcueQyBOtV3iEpxg=w397-h298-k-no
ChIJTRcKxHC3jBIRHtFlu9i6qKE,bnwr ltwfyq,All,https://lh5.googleusercontent.com/p/AF1QipMtKu8tjRwc4-vXDB9UN41BUryOOAWPC1PM7b7d=w254-h298-k-no
ChIJE5F5rP61jBIRCl-rJWvoqAI,Coffee shop,All,https://lh5.googleusercontent.com/p/AF1QipMQJgenqLOEK8YeYjhp9pVh80LUy5AXgpdTrqi0=w397-h298-k-no
ChIJE5F5rP61jBIRCl-rJWvoqAI,Coffee shop,Vibe,https://lh5.googleusercontent.com/p/AF1QipP2xrZe-64WzkFWW2O_8B1Cv_q539apMSz0UN7s=w224-h298-k-no
ChIJX7ioXhi_jBIRLeS20HEtND4,Cafe D'alger,All,https://lh5.googleusercontent.com/p/AF1QipM8fOCL-9xrQtvJ1s4V1KnIIdNsDhgKmKDQrlU=w397-h298-k-no
ChIJX7ioXhi_jBIRLeS20HEtND4,Cafe D'alger,Menu,https://lh5.googleusercontent.com/p/AF1QipPhZlwa18dLyQAE2XZN1BKklp1-e3SbSspPqmta=w529-h298-k-no
ChIJy9-frnkz8xIRX4JX0_SsXcg,mqh~ lmlky,All,https://lh5.googleusercontent.com/p/AF1QipPDqQ0sUgRU3r0OMdBd-rR1pK3zoRpZIwwIEEjI=w529-h298-k-no
ChIJy9-frnkz8xIRX4JX0_SsXcg,mqh~ lmlky,Food & drink,https://lh5.googleusercontent.com/p/AF1QipPVsEi56v0YARtpSxrY7EXf0O6HfBU0UlLyqLsC=w397-h298-k-no
ChIJy9-frnkz8xIRX4JX0_SsXcg,mqh~ lmlky,Vibe,https://lh5.googleusercontent.com/p/AF1QipOlUFtSoLOHAj27ZWexg88s4UtjCLBUcWxBaSgz=w529-h298-k-no
ChIJhbjjK3e9jBIRyuq6x7X0rMg,mqh~ bw `byd@,All,https://lh5.googleusercontent.com/p/AF1QipNQivFvlPZmEWzAEzRG4jk2aBZD-lUnjkmUCAKH=w397-h298-k-no
ChIJhbjjK3e9jBIRyuq6x7X0rMg,mqh~ bw `byd@,Latest,https://lh5.googleusercontent.com/p/AF1QipNWepb0NFqvCEq5C2PDB134Np4LTmTwlno8dAwW=w529-h298-k-no
ChIJGx3iz-3TjBIRw_x0F8Cxjls,Cafe du carrefour ABIZA,All,https://lh5.googleusercontent.com/p/AF1QipOIac0ioNrcDReo9rF0FZqDJf1KGw75RdpztzV1=w224-h463-k-no
ChIJgz2dhGzDjBIRtMkzNiEhKGk,Asga insta: cronique_34_dz,All,https://lh5.googleusercontent.com/p/AF1QipOOhLmPT653s_vEILDS0Ga9MQfBV5bQ9tuWbcoj=w224-h485-k-no
ChIJuU3PK6e1jBIRXJvun7pMhgc,Cafe aouichat,All,https://lh5.googleusercontent.com/p/AF1QipN5WCruqRnliy0n1gni-E2N1QZsvynl1ElixHWh=w224-h398-k-no
ChIJuU3PK6e1jBIRXJvun7pMhgc,Cafe aouichat,Vibe,https://lh5.googleusercontent.com/p/AF1QipMBuflE-P2FHfe4CKkgdoOSxP8YBNK570L3zRQa=w224-h398-k-no
ChIJG0vi79DZjBIR0_Tpm_uSbps,Cafe lwazir,All,https://lh5.googleusercontent.com/p/AF1QipMwB74REq8a3qtfj7QE8NPhXEJp1P3PL6ic65Ma=w529-h298-k-no
ChIJG0vi79DZjBIR0_Tpm_uSbps,Cafe lwazir,Vibe,https://lh5.googleusercontent.com/p/AF1QipMYAhjzNs5-uKbmeX-xPUVYY14E8EuTb7G7UkwC=w224-h398-k-no
ChIJa80lNsG_jBIRghjQgAHqVRI,Le Bon Coin Cafeteria Fastfood,All,https://lh5.googleusercontent.com/p/AF1QipMEPuAiLtykjUB_iXlEv9Dx2sy6RQJdIA1Ck4MX=w397-h298-k-no
ChIJa80lNsG_jBIRghjQgAHqVRI,Le Bon Coin Cafeteria Fastfood,Food & drink,https://lh5.googleusercontent.com/p/AF1QipO9OhUdv8DOK6jbYw5V3Mx5iUCBI20sjqsb_bTO=w224-h298-k-no
ChIJa80lNsG_jBIRghjQgAHqVRI,Le Bon Coin Cafeteria Fastfood,Vibe,https://lh5.googleusercontent.com/p/AF1QipOcU539hbQnBjJf-vukY2iaWtLDUb1Tb-rkA_52=w397-h298-k-no
ChIJa80lNsG_jBIRghjQgAHqVRI,Le Bon Coin Cafeteria Fastfood,By owner,https://lh5.googleusercontent.com/p/AF1QipO8UP30D9F9z8eRsL0768FhvVgYYMEgcTcLA8m-=w224-h298-k-no
ChIJKx6VPYNL8xIR8xmch0BGqlY,mqh~ mkhlwf,All,https://lh5.googleusercontent.com/p/AF1QipN3ybvZgvsSR7j0QwKKrpH8tbanW1tRgr8S2Zp5=w397-h298-k-no
ChIJKx6VPYNL8xIR8xmch0BGqlY,mqh~ mkhlwf,Vibe,https://lh5.googleusercontent.com/p/AF1QipOSUBN9hlnfcpTF-gpQN9K4isStSzh9NsE_rDEN=w224-h298-k-no
ChIJnXd--_JL8xIR3qQKzBx6Ldw,Cafeteria la matina,All,https://lh5.googleusercontent.com/p/AF1QipMPpcucJDLOGmZ1GixmURGg4aTyTnDf3SDlcNCg=w397-h298-k-no
ChIJnXd--_JL8xIR3qQKzBx6Ldw,Cafeteria la matina,Vibe,https://lh5.googleusercontent.com/p/AF1QipNBrZsE44s86Qj0kZr5r-d6zSMHpW3N5TOKun-o=w397-h298-k-no
ChIJe6Kfxgsr8xIR28WlIGn8aC4,mqh~ qshTl Guechtal Cafe,All,https://lh5.googleusercontent.com/p/AF1QipNZj6kok058T8cTVOEb5VrFOJrcJQ4GoMJ2AhME=w298-h298-k-no
ChIJe6Kfxgsr8xIR28WlIGn8aC4,mqh~ qshTl Guechtal Cafe,Vibe,https://lh5.googleusercontent.com/p/AF1QipMBXJ23lZy1F0QizhUdv7n16MPCte44msbPq4PE=w298-h298-k-no
